size;time;type;grid_size;block_size
131072;0.021504;optimised_shared;65536;8
131072;0.005120;optimised_shared;65536;8
131072;0.000000;optimised_shared;8192;8
131072;0.000000;optimised_shared;8192;8
131072;0.000000;optimised_shared;4096;8
131072;0.000000;optimised_shared;4096;8
131072;0.000000;optimised_shared;8192;16
131072;0.000000;optimised_shared;8192;16
131072;0.000000;optimised_shared;16384;16
131072;0.000000;optimised_shared;16384;16
131072;0.000000;optimised_shared;32768;16
131072;0.000000;optimised_shared;32768;16
131072;0.000000;optimised_shared;4096;16
131072;0.000000;optimised_shared;4096;16
131072;0.000000;optimised_shared;2048;16
131072;0.000000;optimised_shared;2048;16
131072;0.000000;optimised_shared;4096;32
131072;0.000000;optimised_shared;4096;32
131072;0.000000;optimised_shared;8192;32
131072;0.000000;optimised_shared;8192;32
131072;0.000000;optimised_shared;16384;32
131072;0.000000;optimised_shared;16384;32
131072;0.000000;optimised_shared;2048;32
131072;0.000000;optimised_shared;2048;32
131072;0.000000;optimised_shared;1024;32
131072;0.000000;optimised_shared;1024;32
131072;0.004096;optimised_shared;2048;64
131072;0.005120;optimised_shared;2048;64
131072;0.005120;optimised_shared;4096;64
131072;0.004096;optimised_shared;4096;64
131072;0.005120;optimised_shared;8192;64
131072;0.005120;optimised_shared;8192;64
131072;0.004096;optimised_shared;1024;64
131072;0.004096;optimised_shared;1024;64
131072;0.008192;optimised_shared;512;64
131072;0.005120;optimised_shared;512;64
131072;0.005120;optimised_shared;1024;128
131072;0.004096;optimised_shared;1024;128
131072;0.006144;optimised_shared;2048;128
131072;0.004096;optimised_shared;2048;128
131072;0.005120;optimised_shared;4096;128
131072;0.004096;optimised_shared;4096;128
131072;0.007168;optimised_shared;512;128
131072;0.005120;optimised_shared;512;128
131072;0.004096;optimised_shared;256;128
131072;0.004096;optimised_shared;256;128
131072;0.006144;optimised_shared;512;256
131072;0.005120;optimised_shared;512;256
131072;0.005120;optimised_shared;1024;256
131072;0.005120;optimised_shared;1024;256
131072;0.005120;optimised_shared;2048;256
131072;0.004096;optimised_shared;2048;256
131072;0.005120;optimised_shared;256;256
131072;0.005120;optimised_shared;256;256
131072;0.005120;optimised_shared;128;256
131072;0.005120;optimised_shared;128;256
131072;0.005120;optimised_shared;256;512
131072;0.004096;optimised_shared;256;512
131072;0.004096;optimised_shared;512;512
131072;0.005120;optimised_shared;512;512
131072;0.005120;optimised_shared;1024;512
131072;0.005120;optimised_shared;1024;512
131072;0.005120;optimised_shared;128;512
131072;0.004096;optimised_shared;128;512
131072;0.004096;optimised_shared;64;512
131072;0.005120;optimised_shared;64;512
131072;0.005120;optimised_shared;128;1024
131072;0.004096;optimised_shared;128;1024
131072;0.005120;optimised_shared;256;1024
131072;0.014336;optimised_shared;256;1024
131072;0.005120;optimised_shared;512;1024
131072;0.005120;optimised_shared;512;1024
131072;0.005120;optimised_shared;64;1024
131072;0.005120;optimised_shared;64;1024
131072;0.007168;optimised_shared;32;1024
131072;0.005120;optimised_shared;32;1024
131072;0.005120;optimised_shared;64;2048
131072;0.004096;optimised_shared;64;2048
131072;0.004096;optimised_shared;128;2048
131072;0.005120;optimised_shared;128;2048
131072;0.005120;optimised_shared;256;2048
131072;0.004096;optimised_shared;256;2048
131072;0.005120;optimised_shared;32;2048
131072;0.004096;optimised_shared;32;2048
131072;0.006144;optimised_shared;16;2048
131072;0.005120;optimised_shared;16;2048
256;1.231168;optimised_naive;32;8
256;1.146912;optimised_naive;32;8
256;1.197408;optimised_naive;64;8
256;1.137248;optimised_naive;64;8
256;1.240480;optimised_naive;128;8
256;1.177600;optimised_naive;128;8
256;1.167712;optimised_naive;16;8
256;1.084896;optimised_naive;16;8
256;1.131424;optimised_naive;8;8
256;1.131872;optimised_naive;8;8
256;1.343840;optimised_naive;16;16
256;1.286176;optimised_naive;16;16
256;1.183008;optimised_naive;32;16
256;1.198336;optimised_naive;32;16
256;1.492640;optimised_naive;64;16
256;1.378464;optimised_naive;64;16
256;1.179360;optimised_naive;8;16
256;1.114336;optimised_naive;8;16
256;1.201216;optimised_naive;4;16
256;1.348448;optimised_naive;4;16
256;1.211680;optimised_naive;8;32
256;1.263680;optimised_naive;8;32
256;1.245824;optimised_naive;16;32
256;1.237152;optimised_naive;16;32
256;1.295712;optimised_naive;32;32
256;1.290208;optimised_naive;32;32
256;1.140992;optimised_naive;4;32
256;1.165696;optimised_naive;4;32
256;1.107456;optimised_naive;2;32
256;1.125504;optimised_naive;2;32
256;1.096928;optimised_naive;4;64
256;1.068288;optimised_naive;4;64
256;1.041504;optimised_naive;8;64
256;1.066016;optimised_naive;8;64
256;1.083008;optimised_naive;16;64
256;1.091392;optimised_naive;16;64
256;1.336544;optimised_naive;2;64
256;1.103584;optimised_naive;2;64
256;1.413600;optimised_naive;1;64
256;1.260256;optimised_naive;1;64
256;1.013888;optimised_naive;2;128
256;1.028768;optimised_naive;2;128
256;1.168448;optimised_naive;4;128
256;1.008672;optimised_naive;4;128
256;1.110176;optimised_naive;8;128
256;1.075040;optimised_naive;8;128
256;1.373056;optimised_naive;1;128
256;1.001376;optimised_naive;1;128
256;1.096672;optimised_naive;0;128
256;1.039744;optimised_naive;0;128
256;1.052416;optimised_naive;1;256
256;1.115392;optimised_naive;1;256
256;1.163808;optimised_naive;2;256
256;1.172768;optimised_naive;2;256
256;1.195168;optimised_naive;4;256
256;1.028480;optimised_naive;4;256
256;1.074112;optimised_naive;0;256
256;1.258304;optimised_naive;0;256
256;0.980160;optimised_naive;0;256
256;1.072864;optimised_naive;0;256
256;1.052448;optimised_naive;0;512
256;1.077824;optimised_naive;0;512
256;1.084736;optimised_naive;1;512
256;1.066528;optimised_naive;1;512
256;0.982848;optimised_naive;2;512
256;1.182720;optimised_naive;2;512
256;1.157984;optimised_naive;0;512
256;0.880256;optimised_naive;0;512
256;1.089920;optimised_naive;0;512
256;1.046912;optimised_naive;0;512
256;1.098624;optimised_naive;0;1024
256;1.035328;optimised_naive;0;1024
256;1.064928;optimised_naive;0;1024
256;1.013344;optimised_naive;0;1024
256;1.059328;optimised_naive;1;1024
256;1.095008;optimised_naive;1;1024
256;1.168320;optimised_naive;0;1024
256;1.110112;optimised_naive;0;1024
256;1.070496;optimised_naive;0;1024
256;1.172672;optimised_naive;0;1024
256;1.185216;optimised_naive;0;2048
256;1.278720;optimised_naive;0;2048
256;1.109632;optimised_naive;0;2048
256;1.041248;optimised_naive;0;2048
256;1.035072;optimised_naive;0;2048
256;1.037568;optimised_naive;0;2048
256;1.052800;optimised_naive;0;2048
256;1.092736;optimised_naive;0;2048
256;1.056576;optimised_naive;0;2048
256;0.934880;optimised_naive;0;2048
512;1.952576;optimised_naive;64;8
512;1.868224;optimised_naive;64;8
512;0.000000;optimised_naive;128;8
512;0.000000;optimised_naive;128;8
512;0.000000;optimised_naive;256;8
512;0.000000;optimised_naive;256;8
512;1.858624;optimised_naive;32;8
512;1.867808;optimised_naive;32;8
512;2.454560;optimised_naive;16;8
512;2.001024;optimised_naive;16;8
512;2.135296;optimised_naive;32;16
512;1.927360;optimised_naive;32;16
512;0.000000;optimised_naive;64;16
512;0.000000;optimised_naive;64;16
512;0.000000;optimised_naive;128;16
512;0.000000;optimised_naive;128;16
512;2.690880;optimised_naive;16;16
512;1.609376;optimised_naive;16;16
512;2.580512;optimised_naive;8;16
512;1.950048;optimised_naive;8;16
512;1.948064;optimised_naive;16;32
512;2.020128;optimised_naive;16;32
512;0.000000;optimised_naive;32;32
512;0.000000;optimised_naive;32;32
512;0.000000;optimised_naive;64;32
512;0.000000;optimised_naive;64;32
512;2.706208;optimised_naive;8;32
512;2.265504;optimised_naive;8;32
512;1.912512;optimised_naive;4;32
512;1.863296;optimised_naive;4;32
512;1.512512;optimised_naive;8;64
512;1.847328;optimised_naive;8;64
512;2.152800;optimised_naive;16;64
512;1.825152;optimised_naive;16;64
512;1.898208;optimised_naive;32;64
512;1.702432;optimised_naive;32;64
512;1.773312;optimised_naive;4;64
512;1.856896;optimised_naive;4;64
512;1.569856;optimised_naive;2;64
512;2.093728;optimised_naive;2;64
512;1.862048;optimised_naive;4;128
512;1.914688;optimised_naive;4;128
512;2.120320;optimised_naive;8;128
512;1.971200;optimised_naive;8;128
512;1.750944;optimised_naive;16;128
512;1.511392;optimised_naive;16;128
512;1.531328;optimised_naive;2;128
512;1.736992;optimised_naive;2;128
512;1.830752;optimised_naive;1;128
512;1.519488;optimised_naive;1;128
512;2.184480;optimised_naive;2;256
512;1.972448;optimised_naive;2;256
512;1.551232;optimised_naive;4;256
512;1.834432;optimised_naive;4;256
512;1.774752;optimised_naive;8;256
512;1.861728;optimised_naive;8;256
512;1.833248;optimised_naive;1;256
512;1.757184;optimised_naive;1;256
512;2.325056;optimised_naive;0;256
512;1.916896;optimised_naive;0;256
512;1.757344;optimised_naive;1;512
512;1.963488;optimised_naive;1;512
512;1.734656;optimised_naive;2;512
512;1.953920;optimised_naive;2;512
512;1.840864;optimised_naive;4;512
512;2.261728;optimised_naive;4;512
512;2.140896;optimised_naive;0;512
512;1.797792;optimised_naive;0;512
512;1.964288;optimised_naive;0;512
512;1.849600;optimised_naive;0;512
512;1.894112;optimised_naive;0;1024
512;1.868192;optimised_naive;0;1024
512;1.869312;optimised_naive;1;1024
512;2.359200;optimised_naive;1;1024
512;1.826144;optimised_naive;2;1024
512;1.985952;optimised_naive;2;1024
512;1.805472;optimised_naive;0;1024
512;1.772672;optimised_naive;0;1024
512;1.768928;optimised_naive;0;1024
512;1.804640;optimised_naive;0;1024
512;1.745952;optimised_naive;0;2048
512;1.781088;optimised_naive;0;2048
512;1.903552;optimised_naive;0;2048
512;1.830048;optimised_naive;0;2048
512;2.054688;optimised_naive;1;2048
512;2.021792;optimised_naive;1;2048
512;1.899712;optimised_naive;0;2048
512;1.935328;optimised_naive;0;2048
512;1.774048;optimised_naive;0;2048
512;1.756704;optimised_naive;0;2048
1024;4.612032;optimised_naive;128;8
1024;4.920032;optimised_naive;128;8
1024;0.000000;optimised_naive;256;8
1024;0.000000;optimised_naive;256;8
1024;0.000000;optimised_naive;512;8
1024;0.000000;optimised_naive;512;8
1024;3.908000;optimised_naive;64;8
1024;3.826912;optimised_naive;64;8
1024;5.213760;optimised_naive;32;8
1024;4.142720;optimised_naive;32;8
1024;5.564960;optimised_naive;64;16
1024;8.616704;optimised_naive;64;16
1024;0.000000;optimised_naive;128;16
1024;0.000000;optimised_naive;128;16
1024;0.000000;optimised_naive;256;16
1024;0.000000;optimised_naive;256;16
1024;5.264096;optimised_naive;32;16
1024;5.423936;optimised_naive;32;16
1024;5.069632;optimised_naive;16;16
1024;6.874016;optimised_naive;16;16
1024;5.620608;optimised_naive;32;32
1024;5.332480;optimised_naive;32;32
1024;0.000000;optimised_naive;64;32
1024;0.000000;optimised_naive;64;32
1024;0.000000;optimised_naive;128;32
1024;0.000000;optimised_naive;128;32
1024;6.033312;optimised_naive;16;32
1024;5.785856;optimised_naive;16;32
1024;5.267232;optimised_naive;8;32
1024;3.912032;optimised_naive;8;32
1024;5.195840;optimised_naive;16;64
1024;4.540736;optimised_naive;16;64
1024;6.615616;optimised_naive;32;64
1024;6.353760;optimised_naive;32;64
1024;6.025952;optimised_naive;64;64
1024;6.044576;optimised_naive;64;64
1024;5.052832;optimised_naive;8;64
1024;5.937408;optimised_naive;8;64
1024;5.372960;optimised_naive;4;64
1024;5.217824;optimised_naive;4;64
1024;5.272096;optimised_naive;8;128
1024;5.697536;optimised_naive;8;128
1024;5.228768;optimised_naive;16;128
1024;5.346784;optimised_naive;16;128
1024;5.053632;optimised_naive;32;128
1024;5.052736;optimised_naive;32;128
1024;5.575968;optimised_naive;4;128
1024;5.011552;optimised_naive;4;128
1024;3.876096;optimised_naive;2;128
1024;4.983328;optimised_naive;2;128
1024;5.319840;optimised_naive;4;256
1024;4.586624;optimised_naive;4;256
1024;5.270048;optimised_naive;8;256
1024;5.585984;optimised_naive;8;256
1024;5.388288;optimised_naive;16;256
1024;4.792160;optimised_naive;16;256
1024;4.954304;optimised_naive;2;256
1024;4.915744;optimised_naive;2;256
1024;3.769056;optimised_naive;1;256
1024;5.388832;optimised_naive;1;256
1024;5.319488;optimised_naive;2;512
1024;5.418688;optimised_naive;2;512
1024;5.350144;optimised_naive;4;512
1024;4.933120;optimised_naive;4;512
1024;4.906496;optimised_naive;8;512
1024;5.145664;optimised_naive;8;512
1024;5.087200;optimised_naive;1;512
1024;5.671456;optimised_naive;1;512
1024;5.089472;optimised_naive;0;512
1024;4.939456;optimised_naive;0;512
1024;4.896384;optimised_naive;1;1024
1024;5.131168;optimised_naive;1;1024
1024;5.109120;optimised_naive;2;1024
1024;4.938880;optimised_naive;2;1024
1024;4.007232;optimised_naive;4;1024
1024;4.908032;optimised_naive;4;1024
1024;5.198752;optimised_naive;0;1024
1024;4.972704;optimised_naive;0;1024
1024;5.381248;optimised_naive;0;1024
1024;5.249600;optimised_naive;0;1024
1024;3.954176;optimised_naive;0;2048
1024;4.845120;optimised_naive;0;2048
1024;5.198560;optimised_naive;1;2048
1024;5.126272;optimised_naive;1;2048
1024;5.267264;optimised_naive;2;2048
1024;4.940480;optimised_naive;2;2048
1024;5.141728;optimised_naive;0;2048
1024;4.945216;optimised_naive;0;2048
1024;4.918752;optimised_naive;0;2048
1024;5.024000;optimised_naive;0;2048
2048;18.018688;optimised_naive;256;8
2048;17.661633;optimised_naive;256;8
2048;0.000000;optimised_naive;512;8
2048;0.000000;optimised_naive;512;8
2048;0.000000;optimised_naive;1024;8
2048;0.000000;optimised_naive;1024;8
2048;17.272991;optimised_naive;128;8
2048;11.632800;optimised_naive;128;8
2048;17.591393;optimised_naive;64;8
2048;11.581312;optimised_naive;64;8
2048;17.013985;optimised_naive;128;16
2048;17.698463;optimised_naive;128;16
2048;0.000000;optimised_naive;256;16
2048;0.000000;optimised_naive;256;16
2048;0.000000;optimised_naive;512;16
2048;0.000000;optimised_naive;512;16
2048;19.883167;optimised_naive;64;16
2048;16.620895;optimised_naive;64;16
2048;12.149728;optimised_naive;32;16
2048;16.689056;optimised_naive;32;16
2048;12.440512;optimised_naive;64;32
2048;13.281248;optimised_naive;64;32
2048;0.000000;optimised_naive;128;32
2048;0.000000;optimised_naive;128;32
2048;0.000000;optimised_naive;256;32
2048;0.000000;optimised_naive;256;32
2048;15.151872;optimised_naive;32;32
2048;11.786016;optimised_naive;32;32
2048;17.250591;optimised_naive;16;32
2048;16.860895;optimised_naive;16;32
2048;16.652161;optimised_naive;32;64
2048;11.841472;optimised_naive;32;64
2048;12.448544;optimised_naive;64;64
2048;17.234016;optimised_naive;64;64
2048;11.951712;optimised_naive;128;64
2048;16.547808;optimised_naive;128;64
2048;14.223840;optimised_naive;16;64
2048;16.524416;optimised_naive;16;64
2048;22.168257;optimised_naive;8;64
2048;17.618752;optimised_naive;8;64
2048;11.547424;optimised_naive;16;128
2048;17.362368;optimised_naive;16;128
2048;16.473824;optimised_naive;32;128
2048;13.106560;optimised_naive;32;128
2048;16.315359;optimised_naive;64;128
2048;16.580511;optimised_naive;64;128
2048;12.601600;optimised_naive;8;128
2048;16.580799;optimised_naive;8;128
2048;15.043072;optimised_naive;4;128
2048;14.572768;optimised_naive;4;128
2048;16.918753;optimised_naive;8;256
2048;11.393344;optimised_naive;8;256
2048;16.839136;optimised_naive;16;256
2048;12.155776;optimised_naive;16;256
2048;16.348160;optimised_naive;32;256
2048;13.004608;optimised_naive;32;256
2048;12.649728;optimised_naive;4;256
2048;11.252032;optimised_naive;4;256
2048;12.413664;optimised_naive;2;256
2048;11.551840;optimised_naive;2;256
2048;11.292032;optimised_naive;4;512
2048;13.604960;optimised_naive;4;512
2048;16.988319;optimised_naive;8;512
2048;16.709728;optimised_naive;8;512
2048;14.973088;optimised_naive;16;512
2048;13.813632;optimised_naive;16;512
2048;16.600576;optimised_naive;2;512
2048;11.703360;optimised_naive;2;512
2048;17.002272;optimised_naive;1;512
2048;11.825504;optimised_naive;1;512
2048;17.128384;optimised_naive;2;1024
2048;11.483872;optimised_naive;2;1024
2048;16.728416;optimised_naive;4;1024
2048;17.431040;optimised_naive;4;1024
2048;13.158784;optimised_naive;8;1024
2048;17.210049;optimised_naive;8;1024
2048;16.276096;optimised_naive;1;1024
2048;16.469248;optimised_naive;1;1024
2048;12.351584;optimised_naive;0;1024
2048;12.196288;optimised_naive;0;1024
2048;16.841408;optimised_naive;1;2048
2048;17.004480;optimised_naive;1;2048
2048;17.552193;optimised_naive;2;2048
2048;18.947136;optimised_naive;2;2048
2048;15.476736;optimised_naive;4;2048
2048;12.628736;optimised_naive;4;2048
2048;12.834624;optimised_naive;0;2048
2048;12.302720;optimised_naive;0;2048
2048;12.048960;optimised_naive;0;2048
2048;12.663680;optimised_naive;0;2048
4096;71.720734;optimised_naive;512;8
4096;48.710114;optimised_naive;512;8
4096;0.000000;optimised_naive;1024;8
4096;0.000000;optimised_naive;1024;8
4096;0.000000;optimised_naive;2048;8
4096;0.000000;optimised_naive;2048;8
4096;59.910400;optimised_naive;256;8
4096;62.383678;optimised_naive;256;8
4096;46.520481;optimised_naive;128;8
4096;58.412704;optimised_naive;128;8
4096;68.367363;optimised_naive;256;16
4096;47.873375;optimised_naive;256;16
4096;0.000000;optimised_naive;512;16
4096;0.000000;optimised_naive;512;16
4096;0.000000;optimised_naive;1024;16
4096;0.000000;optimised_naive;1024;16
4096;50.552353;optimised_naive;128;16
4096;49.332703;optimised_naive;128;16
4096;62.566399;optimised_naive;64;16
4096;70.189537;optimised_naive;64;16
4096;56.262016;optimised_naive;128;32
4096;66.161118;optimised_naive;128;32
4096;0.000000;optimised_naive;256;32
4096;0.000000;optimised_naive;256;32
4096;0.000000;optimised_naive;512;32
4096;0.000000;optimised_naive;512;32
4096;53.665024;optimised_naive;64;32
4096;46.126114;optimised_naive;64;32
4096;68.690147;optimised_naive;32;32
4096;64.917412;optimised_naive;32;32
4096;63.319649;optimised_naive;64;64
4096;53.689888;optimised_naive;64;64
4096;69.918205;optimised_naive;128;64
4096;55.023392;optimised_naive;128;64
4096;53.950462;optimised_naive;256;64
4096;62.655231;optimised_naive;256;64
4096;59.459007;optimised_naive;32;64
4096;63.007904;optimised_naive;32;64
4096;62.707809;optimised_naive;16;64
4096;54.618561;optimised_naive;16;64
4096;59.440193;optimised_naive;32;128
4096;53.696575;optimised_naive;32;128
4096;64.058975;optimised_naive;64;128
4096;58.472160;optimised_naive;64;128
4096;52.645088;optimised_naive;128;128
4096;43.954208;optimised_naive;128;128
4096;52.814240;optimised_naive;16;128
4096;54.032799;optimised_naive;16;128
4096;70.684578;optimised_naive;8;128
4096;44.230721;optimised_naive;8;128
4096;59.040928;optimised_naive;16;256
4096;62.034466;optimised_naive;16;256
4096;52.294144;optimised_naive;32;256
4096;44.145985;optimised_naive;32;256
4096;63.149887;optimised_naive;64;256
4096;49.399166;optimised_naive;64;256
4096;49.367809;optimised_naive;8;256
4096;46.765182;optimised_naive;8;256
4096;63.153759;optimised_naive;4;256
4096;62.539230;optimised_naive;4;256
4096;62.052158;optimised_naive;8;512
4096;50.970367;optimised_naive;8;512
4096;44.760513;optimised_naive;16;512
4096;43.871841;optimised_naive;16;512
4096;69.725662;optimised_naive;32;512
4096;64.816322;optimised_naive;32;512
4096;48.922623;optimised_naive;4;512
4096;43.051617;optimised_naive;4;512
4096;54.701633;optimised_naive;2;512
4096;54.878494;optimised_naive;2;512
4096;43.339840;optimised_naive;4;1024
4096;43.577023;optimised_naive;4;1024
4096;56.799969;optimised_naive;8;1024
4096;47.176609;optimised_naive;8;1024
4096;47.988480;optimised_naive;16;1024
4096;65.990654;optimised_naive;16;1024
4096;60.986015;optimised_naive;2;1024
4096;44.203838;optimised_naive;2;1024
4096;44.976353;optimised_naive;1;1024
4096;57.901440;optimised_naive;1;1024
4096;57.809505;optimised_naive;2;2048
4096;45.788769;optimised_naive;2;2048
4096;48.403999;optimised_naive;4;2048
4096;43.141216;optimised_naive;4;2048
4096;52.794334;optimised_naive;8;2048
4096;50.522240;optimised_naive;8;2048
4096;61.126049;optimised_naive;1;2048
4096;62.751423;optimised_naive;1;2048
4096;62.238209;optimised_naive;0;2048
4096;62.724319;optimised_naive;0;2048
8192;214.528152;optimised_naive;1024;8
8192;232.318405;optimised_naive;1024;8
8192;0.000000;optimised_naive;2048;8
8192;0.000000;optimised_naive;2048;8
8192;0.000000;optimised_naive;4096;8
8192;0.000000;optimised_naive;4096;8
8192;232.623581;optimised_naive;512;8
8192;298.169922;optimised_naive;512;8
8192;243.166428;optimised_naive;256;8
8192;182.727203;optimised_naive;256;8
8192;224.239456;optimised_naive;512;16
8192;329.328705;optimised_naive;512;16
8192;0.000000;optimised_naive;1024;16
8192;0.000000;optimised_naive;1024;16
8192;0.000000;optimised_naive;2048;16
8192;0.000000;optimised_naive;2048;16
8192;202.471069;optimised_naive;256;16
8192;197.330978;optimised_naive;256;16
8192;202.003265;optimised_naive;128;16
8192;204.419876;optimised_naive;128;16
8192;204.766464;optimised_naive;256;32
8192;249.443207;optimised_naive;256;32
8192;0.000000;optimised_naive;512;32
8192;0.000000;optimised_naive;512;32
8192;0.000000;optimised_naive;1024;32
8192;0.000000;optimised_naive;1024;32
8192;266.218567;optimised_naive;128;32
8192;267.410706;optimised_naive;128;32
8192;197.828674;optimised_naive;64;32
8192;176.241348;optimised_naive;64;32
8192;250.860199;optimised_naive;128;64
8192;190.650818;optimised_naive;128;64
8192;213.492355;optimised_naive;256;64
8192;240.674911;optimised_naive;256;64
8192;205.013504;optimised_naive;512;64
8192;172.938721;optimised_naive;512;64
8192;196.078720;optimised_naive;64;64
8192;208.212479;optimised_naive;64;64
8192;189.241470;optimised_naive;32;64
8192;263.420135;optimised_naive;32;64
8192;250.536835;optimised_naive;64;128
8192;182.731995;optimised_naive;64;128
8192;214.588318;optimised_naive;128;128
8192;226.471970;optimised_naive;128;128
8192;230.426880;optimised_naive;256;128
8192;250.567642;optimised_naive;256;128
8192;219.784988;optimised_naive;32;128
8192;218.528351;optimised_naive;32;128
8192;173.311356;optimised_naive;16;128
8192;232.879898;optimised_naive;16;128
8192;184.521851;optimised_naive;32;256
8192;235.861954;optimised_naive;32;256
8192;191.472672;optimised_naive;64;256
8192;200.454468;optimised_naive;64;256
8192;242.368729;optimised_naive;128;256
8192;252.303391;optimised_naive;128;256
8192;182.194916;optimised_naive;16;256
8192;178.194885;optimised_naive;16;256
8192;174.047455;optimised_naive;8;256
8192;234.945633;optimised_naive;8;256
8192;181.035233;optimised_naive;16;512
8192;200.031326;optimised_naive;16;512
8192;172.369507;optimised_naive;32;512
8192;191.799866;optimised_naive;32;512
8192;241.785370;optimised_naive;64;512
8192;204.817657;optimised_naive;64;512
8192;226.232346;optimised_naive;8;512
8192;190.804581;optimised_naive;8;512
8192;168.593018;optimised_naive;4;512
8192;198.973145;optimised_naive;4;512
8192;198.059097;optimised_naive;8;1024
8192;193.977371;optimised_naive;8;1024
8192;206.986298;optimised_naive;16;1024
8192;183.111618;optimised_naive;16;1024
8192;248.937378;optimised_naive;32;1024
8192;187.848831;optimised_naive;32;1024
8192;170.591171;optimised_naive;4;1024
8192;220.438080;optimised_naive;4;1024
8192;189.412735;optimised_naive;2;1024
8192;223.844162;optimised_naive;2;1024
8192;175.470139;optimised_naive;4;2048
8192;174.191971;optimised_naive;4;2048
8192;231.069412;optimised_naive;8;2048
8192;174.664551;optimised_naive;8;2048
8192;196.235962;optimised_naive;16;2048
8192;178.891846;optimised_naive;16;2048
8192;197.294754;optimised_naive;2;2048
8192;197.672409;optimised_naive;2;2048
8192;174.832932;optimised_naive;1;2048
8192;189.557281;optimised_naive;1;2048
16384;913.760315;optimised_naive;2048;8
16384;1269.485474;optimised_naive;2048;8
16384;0.000000;optimised_naive;4096;8
16384;0.000000;optimised_naive;4096;8
16384;0.000000;optimised_naive;8192;8
16384;0.000000;optimised_naive;8192;8
16384;2561.281738;optimised_naive;1024;8
16384;2285.037598;optimised_naive;1024;8
16384;793.849731;optimised_naive;512;8
16384;803.315613;optimised_naive;512;8
16384;1458.984253;optimised_naive;1024;16
16384;1509.231689;optimised_naive;1024;16
16384;0.000000;optimised_naive;2048;16
16384;0.000000;optimised_naive;2048;16
16384;0.000000;optimised_naive;4096;16
16384;0.000000;optimised_naive;4096;16
16384;2452.536377;optimised_naive;512;16
16384;1177.508667;optimised_naive;512;16
16384;1345.436035;optimised_naive;256;16
16384;770.145691;optimised_naive;256;16
16384;798.964722;optimised_naive;512;32
16384;902.754700;optimised_naive;512;32
16384;0.000000;optimised_naive;1024;32
16384;0.000000;optimised_naive;1024;32
16384;0.000000;optimised_naive;2048;32
16384;0.000000;optimised_naive;2048;32
16384;2588.268555;optimised_naive;256;32
16384;1232.911865;optimised_naive;256;32
16384;1749.347534;optimised_naive;128;32
16384;1348.621460;optimised_naive;128;32
16384;794.807312;optimised_naive;256;64
16384;769.384766;optimised_naive;256;64
16384;768.947632;optimised_naive;512;64
16384;740.033386;optimised_naive;512;64
16384;733.073059;optimised_naive;1024;64
16384;828.128662;optimised_naive;1024;64
16384;1670.715820;optimised_naive;128;64
16384;936.533691;optimised_naive;128;64
16384;1012.525513;optimised_naive;64;64
16384;997.510376;optimised_naive;64;64
16384;770.829712;optimised_naive;128;128
16384;735.987366;optimised_naive;128;128
16384;729.851685;optimised_naive;256;128
16384;779.746338;optimised_naive;256;128
16384;733.526184;optimised_naive;512;128
16384;739.234558;optimised_naive;512;128
16384;1541.877441;optimised_naive;64;128
16384;894.152039;optimised_naive;64;128
16384;770.472778;optimised_naive;32;128
16384;769.138855;optimised_naive;32;128
16384;841.810974;optimised_naive;64;256
16384;746.467957;optimised_naive;64;256
16384;782.019409;optimised_naive;128;256
16384;1703.017456;optimised_naive;128;256
16384;785.169739;optimised_naive;256;256
16384;704.095886;optimised_naive;256;256
16384;815.843750;optimised_naive;32;256
16384;749.473511;optimised_naive;32;256
16384;882.312805;optimised_naive;16;256
16384;818.657104;optimised_naive;16;256
16384;1418.510864;optimised_naive;32;512
16384;724.366333;optimised_naive;32;512
16384;919.133667;optimised_naive;64;512
16384;806.596680;optimised_naive;64;512
16384;792.815186;optimised_naive;128;512
16384;743.718384;optimised_naive;128;512
16384;805.613342;optimised_naive;16;512
16384;1210.660889;optimised_naive;16;512
16384;752.641785;optimised_naive;8;512
16384;769.667664;optimised_naive;8;512
16384;755.534363;optimised_naive;16;1024
16384;807.093140;optimised_naive;16;1024
16384;725.577026;optimised_naive;32;1024
16384;749.812195;optimised_naive;32;1024
16384;773.006042;optimised_naive;64;1024
16384;801.428040;optimised_naive;64;1024
16384;866.585938;optimised_naive;8;1024
16384;1293.039062;optimised_naive;8;1024
16384;1016.008728;optimised_naive;4;1024
16384;1038.019165;optimised_naive;4;1024
16384;832.709167;optimised_naive;8;2048
16384;731.459717;optimised_naive;8;2048
16384;808.386414;optimised_naive;16;2048
16384;1152.299805;optimised_naive;16;2048
16384;902.342224;optimised_naive;32;2048
16384;1236.448120;optimised_naive;32;2048
16384;791.818909;optimised_naive;4;2048
16384;736.326172;optimised_naive;4;2048
16384;743.750122;optimised_naive;2;2048
16384;722.105774;optimised_naive;2;2048
65536;0.000000;optimised_naive;8192;8
65536;0.000000;optimised_naive;8192;8
65536;0.000000;optimised_naive;16384;8
65536;0.000000;optimised_naive;16384;8
65536;0.000000;optimised_naive;32768;8
65536;0.000000;optimised_naive;32768;8
65536;0.000000;optimised_naive;4096;8
65536;0.000000;optimised_naive;4096;8
65536;0.000000;optimised_naive;2048;8
65536;0.000000;optimised_naive;2048;8
65536;0.000000;optimised_naive;4096;16
65536;0.000000;optimised_naive;4096;16
65536;0.000000;optimised_naive;8192;16
65536;0.000000;optimised_naive;8192;16
